id,shpcountry,rcvcountry
Ancla del Mar Inc,Alverossia,Valtalmo
xiǎo lóng xiā SRL,Marebak,Puerto Sol
Ola Marina Company Line,Mawazam,Oceanus
Kambala Limited Liability Company,Islavaria,Oceanus
Mar de la Vida GmbH,Riodelsol,Oceanus
SurfSide S.A. de C.V.,Merigrad,Oceanus
Mar del Placer N.V. Laksa,Faraluna,Oceanus
Vihertilapia Ltd. Liability Co,Marebak,NA
Lake Kainji  Corp Investment,Nalakond,NA
-984,NA,Oceanus
Norwegian Salmon ОАО Express,Marebak,Oceanus
Ancla Marina AB Holdings,Kondanovia,Oceanus
Sea Seekers GmbH & Co. KG,Marebak,Oceanus
Seafoam Company Marine ecology,Icarnia,Oceanus
Kallianassa Nautilus GmbH & Co. KG Delivery,Marebak,Coralmarica
suō yú Incorporated Seagull,Marebak,Oceanus
Costa del Mar Ges.m.b.H. Marine biology,Mawazam,Oceanus
Indian Ocean Harvesters S.A. de C.V. Consultants,Marebak,NA
Viento y Mar Shipping Starfish,Puerto Sol,Oceanus
Irish Scallop - Corporation & Son's,Marebak,Oceanus
AquaDelight Jetsam Inc Cargo,Alverossia,Oceanus
Icelandic Shrimp Corporation Transport,Isliandor,Oceanus
Coral Coast Incorporated Carriers,Marebak,Oceanus
Aqua Gourmet Salt spray Kga Overseas,Lumakari,Oceanus
Fisher Limited Liability Company Shoal,Vesperanda,Oceanus
Olas del Sur Sea,Rio Isla,Coralmarica
Greek Sea Bass LLC,Khamseena,Oceanus
Daniel Ferry N.V. Transit,Osterivaria,Oceanus
fēi yú Nori Company Consulting,Marebak,Oceanus
Gulf of Tadjoura  Oyj Jetsam,Kondanovia,NA
Omo River  S.A. de C.V.,Marebak,Oceanus
Balkan Cat Transport Underwater,Utoporiana,Oceanus
Náutica del Sol Pic Marine ecology,Puerto Sol,Oceanus
Lake Kainji  GmbH & Son's,Marebak,Oceanus
Playa de Coral Ltd,Alverossia,Oceanus
Sparrman's bream & Ltd. Liability Co Express,Marebak,Oceanus
Danish Plaice Ltd. Liability Co,Oceanus,Oceanus
Malawi Rift   Ges.m.b.H. Eel,Kethilim,Oceanus
Coastal Cruisers GmbH Logistics,Marebak,Marebak
Aqua Adventures Beachcomber GmbH & Co. KG Shipping,Sol y Oceana,Oceanus
Portuguese Sea Bass GmbH,Mango del Oro,NA
Agua Express Marine mist,Oceanus,Oceanus
OceanicOrigin Foods Co Consulting,Arreciviento,Khamseena
Playa del Sol Import,Marebak,Oceanus
Costa de Oro Corp Cargo,Puerto Sol,Oceanus
Caracola de Coral Oyj,Isla Dorada,Oceanus
Playa de Oro Ltd. Corporation,Marebak,Oceanus
Triton Ltd. Corporation Logistics,Marebak,Oceanus
West Bengal  AG Marine,Isliandor,Oceanus
River Gambia  Brine Pic Express,Marebak,NA
Costa del Sol Co,Oceanus,Oceanus
Olas del Sur Ltd. Corporation,Oceanus,Oceanus
Ancla del Este Marine life,Alverossia,Oceanus
Ltd. Liability Co Limited Liability Company,Marebak,NA
ReefRider Foods S.p.A. Cargo,Merigrad,NA
Gujarat ers Oyj Holdings,Alverossia,Oceanus
Jammu & Kashmir Sea  LLC Shipping,Marebak,Oceanus
Kambala Ltd. Liability Co,Marebak,NA
Selous Game Reserve  A/S,Rio Isla,Oceanus
Norwegian Fjord  Co Express,Puerto Sol,Coralmarica
Coral Cove Limited Liability Company Solutions,Alverossia,Oceanus
Costa de Coral Marine,Jiraputra,Oceanus
FinestTastes Beach SE Freight ,Marebak,Oceanus
Yu gou  SRL Merchants,Marebak,Oceanus
Mar de la Vida Krill,Merigrad,Oceanus
Caracola del Mar A/S Line,Vesperanda,Oceanus
Costa del Sol AS Shipping,Mawazam,Sol y Oceana
Mar de la Costa Ges.m.b.H.,Isliandor,Oceanus
Coastal Castaway Coast Corporation Worldwide,Alverossia,Oceanus
Caracola del Sol Ltd and Son's,Marebak,NA
Mar de la Vida LC,Puerto Sol,Oceanus
Dry Creek Pic Marine biology,Vesperanda,Oceanus
Norwegian Fjord  Inc Shipping,Marebak,NA
Costa del Viento - OJSC Shipping,Alverossia,Oceanus
Kilimajaro Slopes   Oceanfront AB Overseas,Sol y Oceana,Oceanus
Marine Masterminds SE Saltwater,Vesperanda,Oceanus
Seafarer's Club Plc and Son's,Kondanovia,Oceanus
Lake Motoso  Sagl Brothers,Kondanovia,Oceanus
-2163,NA,Oceanus
Nagaland Sea Catch Ltd. Liability Co Logistics,Marebak,NA
Kalahari  Limited Liability Company,Alverossia,Oceanus
La gan  GmbH & Co. KG,Mango del Oro,Coralmarica
Bahía del Este AB,Galduzim,NA
9 Shark S.A. de C.V. Brothers,Kondanovia,Oceanus
Greek ermen Plc Marine sanctuary,Myriadonia,Oceanus
Flint Seagull OJSC Holdings,Riodelsol,Oceanus
Yu wo  S.A. de C.V.,Marebak,NA
Dutch Mussels GmbH Carriers,Coralmarica,Oceanus
Scottish Lobster AG Transit,Calabrand,Sol y Oceana
Tamil Nadu  Market ОАО,Rio Isla,Oceanus
Congo Basin  LLC Transit,Merigrad,Oceanus
mán yú Kga Marine sanctuary,Alverossia,Oceanus
-14768,NA,Oceanus
Caracola del Este Ltd. Liability Co,Brindivaria,Oceanus
Fin Addiction Ltd. Liability Co,Kondanovia,Coralmarica
Bahía del Sol Merchants Catchers,Marebak,NA
Bahía Azul Limited Liability Company,Kondanovia,Oceanus
Orange River Mouth   Cargo ship,Alverossia,Oceanus
TunaTime SE Marine life,Osterivaro,Oceanus
shā yú AG Estuary,Isliandor,Utoporiana
Congo Basin  AS Marine conservation,Kondanovia,Oceanus
Mar de Plata Line,Marebak,NA
Manipur  Market BV Enterprises,Icarnia,Oceanus
Playa de Oro Oyj,Arreciviento,Coralmarica
Nagaland Sea Catch AS,Sol y Oceana,Nalakond
Dutch Mussels S.A. de C.V. Line,Faraluna,Oceanus
Mar del Caribe Sailboat,Mawazam,Coralmarica
Isla del Tesoro Sashimi,Kondanovia,Oceanus
Ola de la Costa N.V.,Marebak,NA
Lake Victoria Nile    Inc,Isliandor,Oceanus
bái suō wěn lú Sp Forwading,Alverossia,Oceanus
Maharashtra   Limited Liability Company,Marebak,Oceanus
Adriatic Tuna Seabass BV Transit,Mawazam,Oceanus
Maharashtra  Ltd. Liability Co Shipping,Alverossia,Oceanus
Saltwater Seekers AB Services,Puerto del Mar,Oceanus
Baltic Salmon SE Shipping,Marebak,Oceanus
Barents Sea Cod CJSC Export,Marebak,Marebak
Adriatic Tuna S.A. de C.V.,Marebak,Sol y Oceana
Coral Cove CJSC Brothers,Icarnia,Oceanus
Blue Horizon Limited Liability Company Freight ,Kondanovia,Oceanus
-15214,NA,Oceanus
Cape of Good Hope   Company,Isliandor,Oceanus
Estrella de la Costa LC,Marebak,Oceanus
Irish Scallop S.A. de C.V.,Luminkind,Oceanus
Ola del Este AB,Marebak,NA
Irish Sea  Salt spray,Marebak,Oceanus
Karnataka Sea  Incorporated Sandbar,Marebak,NA
Estrella del Mar Plc Chart,Marebak,Oceanus
Mar de la Felicidad GmbH Worldwide,Coralmarica,Oceanus
páng xiè Ltd. Liability Co,Isliandor,Oceanus
Cape Verde Islands  A/S,Isliandor,Isliandor
Ola del Este Tide,Marebak,Oceanus
Ocean Quest BV Wharf,Marebak,NA
Océano del Este AG Worldwide,Khamposa,Oceanus
Oceanic Odyssey BV &,Isliandor,NA
Madhya GmbH & Co. KG Family,Marebak,Riodelsol
Fin Addiction Ltd Line,Marebak,NA
Andhra Pradesh   GmbH Solutions,Osterivaria,Osterivaria
Icelandic Cat Pic Transportation,Marebak,Marebak
-1709,NA,Oceanus
Kga Ltd. Liability Co,Zawalinda,NA
Sander Ltd. Corporation Leska,Zawalinda,Riodelsol
Coral Kingdom Sp Consultants,Marebak,NA
Atlantic Ocean Coast  S.p.A.,Rio Isla,Oceanus
Olas del Sur AG,Osterivaria,Osterivaria
Sparrman's bream Co Marine,Riodelsol,Utoparadia
Victoria Falls   Seafaring LLC Investment,Sol y Oceana,Oceanus
Bahía del Sol SRL Solutions,Isliandor,Oceanus
Náutica del Este BV,Kondanovia,Oceanus
Coastal Cruisers Sp Express,Marebak,Marebak
Chituku Ltd. Liability Co Transport,Marebak,Oceanus
-1992,NA,Oceanus
Jammu & Kashmir  CJSC,Helixia,NA
9 Limited Liability Company,Alverossia,Oceanus
Playa del Mar LLC Transit,Sol y Oceana,Oceanus
Red Sea  N.V. Transport,Isliandor,Oceanus
Black Sea Tuna AB Freight ,Oceanus,Oceanus
Jammu & Kashmir Sea  GmbH,Marebak,Oceanus
Tripura  Market & Son's Sandbar,Marebak,Oceanus
Bahía de Coral Oyj Transit,Oceanus,Oceanus
Playa del Mar BV Solutions,Merigrad,Oceanus
Surf and Sea Tsunami,Puerto del Mar,Oceanus
Tamil  Marina N.V. Family,Rio Isla,Oceanus
2 Limited Liability Company,Marebak,Oceanus
Tide Turners Transport Sextant,Oceanus,Coralada
Malabar Sea Catch S.A. de C.V. Transport,Merigrad,Oceanus
TunaTime _ SRL International,Kondanovia,Oceanus
Viento y Mar A/S,Isliandor,Oceanus
Sea Seekers Corp Transport,Oceanus,Oceanus
Dutch Oyster Sagl Cruise ship,Marebak,NA
Haryana Sea  Limited Liability Company Marine ecology,Rio Isla,Oceanus
Lake Edward  BV Marine conservation,Marebak,Oceanus
Yu er he  Bonito,Marebak,NA
Sea Star LLC Shipping,Zimawand,Sol y Oceana
OJSC Ltd. Liability Co,Marebak,Oceanus
Estrella de Coral AG Worldwide,Coral Solis,Oceanus
Madagascar Coast  Kga Marine sanctuary,Coral Solis,Oceanus
Zanzibar Archipelago   Ltd. Liability Co Holdings,Kethanor,Oceanus
Tamil Nadu  Market Incorporated,Puerto del Mar,Oceanus
-17524,NA,Oceanus
Line S.A. de C.V.,Lumindoria,Coralmarica
Selkie Limited Liability Company,Isliandor,Oceanus
shí rén yú Incorporated Carriers,Isliandor,Coralmarica
Balkan Anchovy BV Forwading,Merigrad,Oceanus
Assam   Ltd. Liability Co,Marebak,Oceanus
Zambezi Valley  Sp Worldwide,Alverossia,Oceanus
Caracola del Mar Sp Green ,Rio Isla,Oceanus
Costa de la Felicidad United,Riodelsol,Riodelsol
Ola del Mar S.A. de C.V.,Marebak,Oceanus
Irtysh  Sextant GmbH Logistics,Kethilim,Oceanus
East Limited Liability Company Logistics,Rio Isla,Oceanus
Chhattisgarh  Salt spray ОАО United,Ariuzima,Coralmarica
Seaside Strolls NV Delivery,Marebak,Oceanus
Ocean Outlaws Submarine CJSC Transportation,Vesperanda,Oceanus
OceanFront Foods ОАО Solutions,Marebak,Oceanus
-14431,NA,Oceanus
Tide Turners S.A. de C.V. Marine,Rio Isla,Oceanus
Mar del Oeste N.V.,Icarnia,Oceanus
Arena del Sol BV,Mango del Oro,Sol y Oceana
Togo  S.A. de C.V.,Nalakond,Oceanus
Isla del Mar AB,Marebak,Oceanus
Jammu Ltd. Liability Co,Marebak,Oceanus
hǎi zhé OJSC Shipping,Kondanovia,Oceanus
Portuguese Octopus A/S United,Marebak,NA
Faroe Islands  Ltd. Corporation Cargo,Alverossia,Nalakond
biān yú Inc Industrial,Faraluna,Oceanus
Mar del Placer Manatee,Puerto del Mar,Oceanus
Aqua Advancements Sagl Transport,Coralada,Coralmarica
Cameroon Estuary  Co Investment,Isliandor,Oceanus
N.V. Ltd. Liability Co,Oceanus,Oceanus
The Salty Dog Transportation,NA,Oceanus
Mar de Estrellas Incorporated,Marebak,Oceanus
West Bengal  Marine ecology,Korvelonia,Oceanus
Scania Whale N.V. Logistics,Puerto del Mar,NA
-41,Isliandor,Oceanus
Aqua Ambassadors LC Forwading,Kondanovia,Oceanus
Norwegian King Crab Dockyard,Zawalinda,NA
Manipur  Market and Kga Transit,Isla Solmar,Rio Isla
Blue Ridge   NV Marine conservation,Puerto Sol,Oceanus
Pregolya Limited Liability Company Consultants,Coralmarica,Sol y Oceana
Manipur  Market United Trout,Brindivaria,Sol y Oceana
-1696,NA,Oceanus
Greek Sea Bream Krill,Marebak,Oceanus
PacificPlates GmbH Marine life,Isliandor,Oceanus
Black Sea Tuna Lock,Kondanovia,Oceanus
Arena Azul SE Nautical,Alverossia,Oceanus
-3675,NA,Oceanus
ReefRider Ges.m.b.H. Marine life,Rio Isla,Oceanus
-4183,NA,Oceanus
Madhya Pradesh  Market Corporation,Isliandor,Oceanus
SeaSolutions LLC & Son's,Icarnia,Coralmarica
Saltwater Sisters Shark BV Overseas,Marebak,Marebak
Bujagali Falls  Pic Family,Coralmarica,Oceanus
xiǎo xiā Cargo  Corp Carriers,Utoparadia,Oceanus
-8965,NA,Oceanus
AquaBite S.A. de C.V. United,Korvelia,Oceanus
Olas del Sur OJSC Solutions,Marebak,Oceanus
zhāng yú NV Cargo,Brindisola,Coralmarica
Lake Nasser  Ltd. Corporation,Kondanovia,Oceanus
AquaBite Limited Liability Company Marine,Coral Solis,NA
Scottish Trout NV & Son's,Isliandor,Oceanus
Coral Reef Ray Company Worldwide,Marebak,Marebak
-6674,NA,Oceanus
Zambezi Escarpment  Incorporated United,Kondanovia,Oceanus
Lake Nasser  Inc Transportation,Oceanus,Oceanus
-18235,NA,Oceanus
Sea Breezes Limited Liability Company Merchants,Marebak,NA
Viento Azul Seafood GmbH Marine conservation,Marebak,Marebak
Uttarakhand   LLC Marine biology,Arreciviento,Oceanus
Black Sea Tuna Kga Line,Puerto Sol,Oceanus
Karnataka  Market Sp Marine conservation,Alverossia,Lumakari
Lake Tana  AS Forwading,Isliandor,Oceanus
Playa de la Felicidad Plc,Islavaria,Oceanus
OceanFront Foods Co Marine biology,Puerto Sol,Oceanus
shā yú SE Solutions,Gavanovia,Oceanus
shā yú NV Transit,Puerto del Mar,Sol y Oceana
xuě yú Company Shipping,Mawalara,Oceanus
Black Sea Tuna NV Seagull,Marebak,Oceanus
Costa del Viento S.A. de C.V.,Vesperanda,Oceanus
French  Ltd. Liability Co Transport,Vesperanda,Oceanus
Kong zhong diao yu  Company Solutions,Oceanus,Oceanus
Jharkhand  Ltd. Liability Co Worldwide,Marebak,Coralmarica
SilverScales Marine conservation NV Consultants,-22005,Oceanus
shí rén yú Ltd. Corporation,Vesperanda,Oceanus
Mar del Este S.p.A.,Rosvandor,Oceanus
Orange River   Incorporated Shipping,Merigrad,Oceanus
Seafaring Souls AB Worldwide,Marebak,NA
Shanxi S.A. de C.V.,Alverossia,Oceanus
Oceanfront Oasis GmbH & Co. KG Carriers,Oceanus,Oceanus
Chuan gou  Ltd Marine ecology,Rio Isla,Oceanus
Punjab s A/S Marine,Nalaloria,Oceanus
Tamil Nadu s Pic,Marebak,Coralmarica
Uttar Pradesh Sea  Express,Marebak,Oceanus
Beachcomber's Bounty NV International,Kondanovia,Oceanus
Sudd Swamp   Sp Dredge,Isliandor,NA
Maharashtra ers Incorporated Express,Marebak,NA
The Salted Pearl S.p.A.,Lumindoria,Coralmarica
Beach Bums Estuary SE Merchants,Valtalmo,Oceanus
Caspian Sea   SE Line,Marebak,NA
Mar del Oeste Corporation,Playa Solis,Oceanus
Savaneta S.A. de C.V. Freight ,Utoparadise,Oceanus
South Sashimi GmbH Cargo,Marebak,Oceanus
Cape of Good Hope   CJSC,Marebak,Oceanus
Uttarakhand s Inc United,Isliandor,Oceanus
Estrella del Sol Sagl,Marebak,NA
Nile Crocodile  Ltd. Corporation Marine sanctuary,Merigrad,Oceanus
Donald Bonito LLC Line,Mawazam,Oceanus
Marine Magic S.A. de C.V. Merchants,Puerto Sol,Oceanus
Surf's Up s Corp,Marebak,Oceanus
Sea Spray Marine ecology,Arreciviento,NA
suō yú Deep-sea GmbH Shipping,Coralmarica,Oceanus
-2036,NA,Oceanus
Uttar Pradesh Sea  Cargo  GmbH Enterprises,Riodelsol,Riodelsol
Portuguese Sea Bass SRL Import,Jiraputra,Oceanus
Lake Turkana  Sagl Brothers,Marebak,NA
jīn qiāng yú Ltd,Vesperanda,Oceanus
Bay of Bengal's OJSC,Marebak,Oceanus
xiǎo lóng xiā Incorporated,Jiraputra,Oceanus
Manipur  Market Sp Forwading,Faraluna,Faraluna
-1708,NA,Oceanus
Odisha Sea  Nori LLC Delivery,Marebak,Marebak
Océano del Este Jetty N.V. Export,Puerto Sol,Oceanus
8 Aquamarine Limited Liability Company Holdings,Marebak,Oceanus
Shona Barracuda AB Worldwide,Zawalinda,Oceanus
Jammu & Kashmir  Inc Shipping,Merigrad,Oceanus
Kong zhong diao yu  NV Export,Calabrix,Oceanus
-751,NA,Oceanus
Jammu & Kashmir Sea  Company Solutions,Korvelonia,Oceanus
Playa del Sol S.A. de C.V.,Sol y Oceana,Oceanus
Ancla Azul S.A. de C.V.,Kondanovia,Oceanus
Lake Nasser  Freight  Seal,Marebak,NA
Bay of Bengal's Sagl,Rio Isla,Oceanus
Andhra Pradesh   Limited Liability Company Tilapia,Marebak,Marebak
Balkan Anchovy Ltd Cargo,Rio Isla,Oceanus
Nile   Ltd. Liability Co,Marebak,Oceanus
Caracola del Este Inc,Marebak,Coralmarica
Black Sea Anchovy Express,Puerto Sol,Oceanus
Seaside Strolls Ltd Brothers,Faraluna,NA
La gan  Ltd. Liability Co,Kondanovia,Oceanus
Playa Azul OJSC Seaport,Puerto Sol,Oceanus
Gujarat  GmbH & Co. KG,Oceanus,Oceanus
Paradera GmbH & Co. KG,Kondanovia,Oceanus
Coastal Castaway Anchor Pic Export,Marebak,NA
Karnataka s Company Logistics,Lumindoria,Rio Isla
Belgian Scallop S.A. de C.V.,Alverossia,Oceanus
Uttarakhand  Market Ltd. Liability Co Transit,Marebak,NA
WaveCatcher Limited Liability Company,Rio Isla,Oceanus
Océano de Coral NV and Son's,Arreciviento,Coralmarica
BlueTide N.V. Marine conservation,Marebak,NA
The Salty Pearl A/S Solutions,Jiraputra,Oceanus
Fisherman's Bounty Pic Transport,Marebak,Oceanus
Lake Victoria Catch  SE,Utoporiana,Utoporiana
Faroe Islands Halibut Incorporated,Marebak,Oceanus
Tamil Nadu s ОАО,Isliandor,Oceanus
Seabreeze Foods Ltd. Corporation United,Puerto Sol,Islavaria
Cape of Good Hope   Nori,Kondanovia,Oceanus
Saltwater Sirens GmbH Express,Rio Isla,Oceanus
Oceanic Oceans Ltd. Liability Co Eel,Coralmarica,Oceanus
Surf's Up s ОАО Marine sanctuary,Marebak,Oceanus
Kafue River  Seagrass Limited Liability Company Marine,Marebak,Coralmarica
Playa del Cielo BV Freight ,Kondanovia,Oceanus
The Sea Turtle Sagl Cargo ship,Kondanovia,Oceanus
Arunachal Pradesh s Company,Marebak,Oceanus
Daniel Seabass Co Solutions,Marebak,Oceanus
The Salty Pearl LC,Kondanovia,Coralmarica
Saltwater Sisters Inc Seafaring,Alverossia,Oceanus
Cameroon Estuary  Sea AB and Son's,Alverossia,Oceanus
Uttar Pradesh Sea  Ltd. Liability Co Marine life,Icarnia,Oceanus
Mar de la Felicidad NV Investment,Marebak,Oceanus
Bahía Dorada Corporation Seafarer,Coralmarica,Oceanus
Caracola del Mar LC,Marifada,Oceanus
Albertine Rift  Sagl Marine sanctuary,Sol y Oceana,Oceanus
Balkan Pike GmbH Transit,Lumindoria,Oceanus
fēi yú Sagl Holdings,Alverossia,Oceanus
Rift Valley fishery LC Services,Marebak,NA
Maharashtra  Ltd. Liability Co Industrial,Kethanor,Alverossia
Icelandic Cod Ltd. Corporation Cargo,Rio Isla,Oceanus
Aqua Advancements Corp Marine mist,Riodelsol,Oceanus
Mar del Norte SE Investment,Vesperanda,Oceanus
Arena Azul AB Ferry,Kethilim,Oceanus
Niger River Delta  Sagl Services,Marebak,NA
Angrapa Ltd. Liability Co Export,Oceanus,Oceanus
Big Sulphur  AS Holdings,Puerto Sol,Sol y Oceana
Lake Motoso  Seaport Oyj Worldwide,Uzifrica,Uzifrica
hǎi mǎ Sagl Express,Rio Isla,Oceanus
BlueWaterBites GmbH & Co. KG Export,Marebak,Oceanus
Isla del Este NV Solutions,Oceanus,Oceanus
biān yú Inc Enterprises,Marebak,Oceanus
jīn qiāng yú Ges.m.b.H.,Marebak,Coralmarica
Selkie Seabreeze Kga Marine sanctuary,Osterivaro,Icarnia
Serengeti  Inc. Ltd Seabed,Gavanovia,Oceanus
The Sea Lion Wave Pic Overseas,Coral Solis,Oceanus
Lake Kivu   AB Marine ecology,Marebak,Oceanus
AquaTrek Otter S.A. de C.V. Consultants,Isliandor,Oceanus
-4989,NA,Oceanus
SeaSelects Nori Corporation Express,Kondanovia,Oceanus
Playa del Cielo Plc,Alverossia,Oceanus
Mar de la Luz Corporation Anchor,Alverossia,Oceanus
Northeast Sea S.p.A. Marine,Marebak,NA
Sea Breeze Sagl Oceanfront,Oceanus,Oceanus
Saltwater Sanctuary GmbH & Co. KG Consulting,Marebak,Oceanus
Spanish Mackerel OJSC Cargo,Marebak,Oceanus
Isla del Tesoro GmbH & Co. KG Chart,Coralmarica,Oceanus
Tamil Nadu  Market Limited Liability Company Logistics,Marebak,NA
Nagaland Sea  Company Investment,Utoporiana,Oceanus
Madagascar   Ltd. Corporation Express,Marebak,Oceanus
Tamil Nadu s Plc,Nalaloria,Oceanus
Omo River  Ocean Incorporated Marine sanctuary,Rio Isla,Oceanus
SeaBounty Wakame Inc Transport,Marebak,Oceanus
The Salted Pearl Corp,Isliandor,Oceanus
Ola Azul Ges.m.b.H. Services,Mawandia,Oceanus
Playa de la Felicidad Forwading Salmon,Marebak,NA
-9293,NA,Oceanus
Kerala  Market - Ges.m.b.H. Cargo,Osterivaria,Oceanus
Costa de la Felicidad AG,Puerto Sol,Oceanus
Portuguese Cuttle Limited Liability Company Regatta,Marebak,Oceanus
Dutch Eel AB Holdings,Vesperanda,Oceanus
Manipur  Market Corporation Cargo,Vesperanda,Oceanus
Mar del Oeste NV,Marebak,Marebak
Playa de la Felicidad Sagl Line,Alverossia,Oceanus
biān yú LC Distribution,Puerto del Mar,Oceanus
Himachal Pradesh   Incorporated Herring,Puerto Sol,Oceanus
Gulf of Guinea   SE Marine sanctuary,Alverossia,Oceanus
Northeast SRL Marine biology,Marebak,Oceanus
SaltwaterSnacks N.V. Marine ecology,Coralmarica,Oceanus
Pao gan Corporation Shipping,Coral Solis,Oceanus
Ocean Quest Inc Marine ecology,Mawazam,NA
Black Sea Carp Sagl,Marebak,NA
Dutch Bill  CJSC Worldwide,Puerto Sol,Oceanus
Coastal Currents Kga Enterprises,Marebak,Marebak
Mar del Oeste -,Zawalinda,Oceanus
Costa de la Felicidad BV,Zawalinda,Coralmarica
James Leska Ges.m.b.H. Marine,Mawazam,Kethilim
Dutch Mussels Plc Marine,Marebak,Oceanus
Surf and Sand SE Buoy,Utoporiana,Oceanus
-1732,NA,Oceanus
Madhya Pradesh  Market Marine mist,Marifada,Oceanus
Pregolya S.A. de C.V. Import,Mawazam,Oceanus
Baltic Catch S.p.A. Distribution,Marebak,Oceanus
Scottish Herring BV Distribution,Rio Isla,Oceanus
Lake Chad  AG Motorboat,Marebak,NA
Oceanic Outfitters Pic Express,Alverossia,Oceanus
Thoho Limited Liability Company,Utoporiana,Oceanus
Henties Bay  Sagl Marina,Nalaloria,Oceanus
Caracola Azul LLC Export,Isliandor,NA
Costa del Viento Sp Family,Marebak,Oceanus
Thundwa Ltd. Liability Co,Isliandor,Oceanus
Mar del Norte Seafood,Marebak,Oceanus
Náutica del Sol LLC,Isliandor,Marebak
Barco de Plata AB,Arvaros,Oceanus
Viento y Mar Inc Worldwide,Isliandor,Lumindoria
Liumbwe S.A. de C.V.,Marebak,Oceanus
guī yú N.V. Catchers,Oceanterra,Oceanus
Surf and Sand Limited Liability Company Cargo,Isla Solmar,Oceanus
Diao yu bi sai  Worldwide,Mawazam,Oceanus
Mar de la Aventura Current SE Transportation,Utoporiana,Oceanus
Ob River Shipping Tugboat,Isliandor,Oceanus
Delphinia Port LC Brothers,Kondanovia,Oceanus
Seafoam Breakwater Sp United,Marebak,NA
Isla del Tesoro AB,Marebak,Oceanus
Mbowo S.A. de C.V. Regatta,Marebak,Brindivaria
Haryana Sea  Plc Consulting,Isliandor,Oceanus
SeaSplash Foods GmbH & Co. KG Worldwide,Rio Isla,Oceanus
Dry Creek S.A. de C.V. Marine,Puerto Sol,Oceanus
Gulf of Guinea   OJSC,Isliandor,Oceanus
Mark Harbor Sp Consultants,Nordorvieto,Oceanus
Red Sea  Kga Holdings,Marebak,Oceanus
Oceanic Opportunities OJSC United,Lumaland,Oceanus
Zambezi Valley  Sp Investment,Coralmarica,Oceanus
Caspian Sea   Corporation Transportation,Kondanovia,Oceanus
Thundwa Anchor Incorporated Marine ecology,Isliandor,Oceanus
Estrella del Mar Seafarer,Oceanus,Oceanus
Beach Breakers Ltd Forwading,Isliandor,Gavanovia
Eirene AB Marine sanctuary,Alverossia,Oceanus
Viento Azul SRL Solutions,Marebak,NA
Atlantic Ocean Coast  Caviar Ltd. Corporation Transportation,Alverossia,Oceanus
OceanicOrigin Foods Limited Liability Company Freight ,Marebak,Oceanus
Congo Rapids   LC Marine sanctuary,Rio Isla,Oceanus
Oceanic Oasis Co Transit,Marebak,NA
Bay of Bengal's SRL,Kondanovia,Oceanus
Arena del Sol N.V.,Marebak,NA
Congo Rapids   Ltd. Corporation,Brindivaria,Oceanus
SaltwaterSupplies Limited Liability Company Forwading,Marebak,NA
Mar del Este Ltd,Zawalinda,NA
Playa del Mar Ges.m.b.H.,Puerto del Mar,Luminkind
Coastal Cruisers Laksa AS Cargo,Arreciviento,Oceanus
FinestCatch SRL Marine ecology,Jiraputra,Oceanus
Himachal Pradesh   Marine biology,Marebak,Valtalmo
Coral Cove GmbH Barracuda,Marebak,Oceanus
Caracola Azul BV Services,Marebak,NA
Náutica del Este Co Carriers,Isliandor,Oceanus
SeaScape Foods NV Marine biology,Oceanus,Oceanus
