from,to,hscode,Year,weights
Tripura  Market S.A. de C.V.,Madagascar Coast  AG Freight ,306170,2034,34
Tripura  Market S.A. de C.V.,Mar del Este CJSC,306170,2028,22
Tripura  Market S.A. de C.V.,Mar del Este CJSC,306170,2030,21
Tripura  Market S.A. de C.V.,Mar del Este CJSC,306170,2031,69
Tripura  Market S.A. de C.V.,Mar del Este CJSC,306170,2032,103
Tripura  Market S.A. de C.V.,Mar del Este CJSC,306170,2033,86
Tripura  Market S.A. de C.V.,Mar del Este CJSC,306170,2034,56
Tripura  Market S.A. de C.V.,Mar del Paraíso Corporation Logistics,306170,2028,21
Tripura  Market S.A. de C.V.,Mar del Paraíso Corporation Logistics,306170,2029,21
Tripura  Market S.A. de C.V.,Mar del Paraíso Corporation Logistics,306170,2032,21
Tripura  Market S.A. de C.V.,Mar del Paraíso Corporation Logistics,306170,2034,22
Tripura  Market S.A. de C.V.,The Sea Turtle GmbH & Co. KG,306170,2034,56
Tripura  Market S.A. de C.V.,hǎi dǎn Corporation Wharf,306170,2030,21
Tripura  Market S.A. de C.V.,hǎi dǎn Corporation Wharf,306170,2032,40
Tripura  Market S.A. de C.V.,hǎi dǎn Corporation Wharf,306170,2033,32
Tristen Jetty Company Solutions,Mar del Este CJSC,306170,2028,197
Tristen Jetty Company Solutions,Mar del Este CJSC,306170,2029,249
Tristen Jetty Company Solutions,Mar del Este CJSC,306170,2030,124
Tristen Jetty Company Solutions,Mar del Este CJSC,306170,2031,100
Tristen Jetty Company Solutions,Mar del Este CJSC,306170,2032,457
Tristen Jetty Company Solutions,Mar del Este CJSC,306170,2033,484
Tristen Jetty Company Solutions,Mar del Este CJSC,306170,2034,71
Tristen Jetty Company Solutions,Punjab s A/S Marine,306170,2032,21
Tristen Jetty Company Solutions,Sea Breeze Corporation Marine sanctuary,306170,2032,45
Tristen Jetty Company Solutions,Sea Breeze Corporation Marine sanctuary,306170,2033,27
Turkish Salmon A/S Marine,Caracola del Sol Services,306170,2031,52
Turkish Salmon A/S Marine,Caracola del Sol Services,306170,2033,36
Turkish Salmon A/S Marine,Caracola del Sol Services,306170,2034,41
Turkish Salmon A/S Marine,Costa de la Felicidad Shipping,306170,2033,22
Turkish Salmon A/S Marine,Mar del Paraíso Corporation Logistics,306170,2034,21
Turkish Salmon A/S Marine,Pao gan LC Freight ,306170,2032,33
Turkish Salmon A/S Marine,Pao gan LC Freight ,306170,2033,33
Turkish Salmon A/S Marine,Pao gan LC Freight ,306170,2034,26
Turkish Salmon A/S Marine,Saltwater Supreme ОАО Forwading,306170,2032,22
Turkish Salmon A/S Marine,Saltwater Supreme ОАО Forwading,306170,2033,21
Turkish Salmon A/S Marine,The Sea Turtle GmbH & Co. KG,306170,2032,52
Turkish Salmon A/S Marine,The Sea Turtle GmbH & Co. KG,306170,2033,32
Turkish Sword NV Ocean,Assam  Market Cargo ship Company Marine conservation,306170,2031,35
Turkish Sword NV Ocean,Estrella de Mar Inc,306170,2031,24
Turkish Sword NV Ocean,Estrella de Mar Sagl,306170,2031,39
Turkish Sword NV Ocean,Isla del Mar NV Forwading,306170,2029,44
Turkish Sword NV Ocean,Isla del Mar NV Forwading,306170,2030,111
Turkish Sword NV Ocean,Isla del Mar NV Forwading,306170,2031,88
Turkish Sword NV Ocean,Isla del Mar NV Forwading,306170,2032,42
Turkish Sword NV Ocean,Rybachit Sagl and Son's,306170,2028,181
Turkish Sword NV Ocean,Rybachit Sagl and Son's,306170,2029,117
Turkish Sword NV Ocean,Rybachit Sagl and Son's,306170,2030,43
Turkish Sword NV Ocean,Rybachit Sagl and Son's,306170,2031,27
Turkish Sword NV Ocean,Rybachit Sagl and Son's,306170,2032,38
Uttar Pradesh Sea  A/S Express,Mar del Placer Manatee,306170,2028,33
Uttar Pradesh Sea  A/S Express,Selous Game Reserve  S.A. de C.V.,306170,2028,61
Uttar Pradesh Sea  A/S Express,Selous Game Reserve  S.A. de C.V.,306170,2029,104
Uttar Pradesh Sea  A/S Express,Selous Game Reserve  S.A. de C.V.,306170,2030,25
Uttarakhand   Tidepool Oyj International,Olas del Sur Ltd,306170,2032,24
Viento Azul N.V. Distribution,-665,306170,2034,23
Viento Azul N.V. Distribution,AquaDelight N.V. Coral Reef,306170,2032,52
Viento Azul N.V. Distribution,AquaDelight N.V. Coral Reef,306170,2033,80
Viento Azul N.V. Distribution,AquaDelight N.V. Coral Reef,306170,2034,65
Viento Azul N.V. Distribution,Assam  Market Cargo ship Company Marine conservation,306170,2030,33
Viento Azul N.V. Distribution,Assam  Market Cargo ship Company Marine conservation,306170,2032,26
Viento Azul N.V. Distribution,Assam  Market Cargo ship Company Marine conservation,306170,2033,37
Viento Azul N.V. Distribution,Caracola del Sol Services,306170,2032,30
Viento Azul N.V. Distribution,Costa de la Felicidad Shipping,306170,2031,34
Viento Azul N.V. Distribution,Costa de la Felicidad Shipping,306170,2034,28
Viento Azul N.V. Distribution,Dubingiai Ltd. Liability Co,306170,2028,35
Viento Azul N.V. Distribution,Dubingiai Ltd. Liability Co,306170,2029,31
Viento Azul N.V. Distribution,Mar del Este CJSC,306170,2034,26
Viento Azul N.V. Distribution,Mar del Paraíso Corporation Logistics,306170,2032,33
Viento Azul N.V. Distribution,Mar del Paraíso Corporation Logistics,306170,2033,22
Viento Azul N.V. Distribution,Mar del Paraíso Corporation Logistics,306170,2034,28
Viento Azul N.V. Distribution,Pao gan LC Freight ,306170,2030,22
Viento Azul N.V. Distribution,Pao gan LC Freight ,306170,2031,38
Viento Azul N.V. Distribution,Pao gan LC Freight ,306170,2032,33
Viento Azul N.V. Distribution,Pao gan LC Freight ,306170,2033,52
Viento Azul N.V. Distribution,Pao gan LC Freight ,306170,2034,27
Viento Azul N.V. Distribution,Saltwater Supreme Pelican Ltd Enterprises,306170,2028,27
Viento Azul N.V. Distribution,Saltwater Supreme Pelican Ltd Enterprises,306170,2029,22
Viento Azul N.V. Distribution,Saltwater Supreme Pelican Ltd Enterprises,306170,2030,32
Viento Azul N.V. Distribution,Selous Game Reserve  S.A. de C.V.,306170,2031,68
Viento Azul N.V. Distribution,Selous Game Reserve  S.A. de C.V.,306170,2032,23
Viento Azul N.V. Distribution,hǎi dǎn Corporation Wharf,306170,2032,26
Viento Azul N.V. Distribution,hǎi dǎn Corporation Wharf,306170,2034,28
Viento y Mar BV,Malabar Sea Catch Port,306170,2030,43
Viento y Mar BV,Malabar Sea Catch Port,306170,2031,45
Viento y Mar BV,Malabar Sea Catch Port,306170,2032,42
Viento y Mar BV,Malabar Sea Catch Port,306170,2033,35
Viento y Mar BV,Malabar Sea Catch Port,306170,2034,25
Viento y Mar BV,Pao gan LC Freight ,306170,2030,22
Viento y Mar BV,hǎi dǎn Corporation Wharf,306170,2028,35
Wave Watchers Ltd. Liability Co,-6,306170,2034,26
Wave Watchers Ltd. Liability Co,East Ltd Marine life,306170,2029,40
Wave Watchers Ltd. Liability Co,French Hake Limited Liability Company Consulting,306170,2029,24
Wave Watchers Ltd. Liability Co,Mar del Este CJSC,306170,2028,444
Wave Watchers Ltd. Liability Co,Mar del Este CJSC,306170,2029,460
Wave Watchers Ltd. Liability Co,Mar del Este CJSC,306170,2030,264
Wave Watchers Ltd. Liability Co,Mar del Este CJSC,306170,2031,363
Wave Watchers Ltd. Liability Co,Mar del Este CJSC,306170,2032,518
Wave Watchers Ltd. Liability Co,Mar del Este CJSC,306170,2033,530
Wave Watchers Ltd. Liability Co,Mar del Este CJSC,306170,2034,628
Wave Watchers Ltd. Liability Co,Punjab s A/S Marine,306170,2029,32
Wave Watchers Ltd. Liability Co,Sailors and Surfers Incorporated Enterprises,306170,2028,67
Wave Watchers Ltd. Liability Co,Sea Breeze Corporation Marine sanctuary,306170,2028,25
Wave Watchers Ltd. Liability Co,Sea Breeze Corporation Marine sanctuary,306170,2029,59
Wave Watchers Ltd. Liability Co,Sea Breeze Corporation Marine sanctuary,306170,2030,102
Wave Watchers Ltd. Liability Co,Sea Breeze Corporation Marine sanctuary,306170,2031,175
Wave Watchers Ltd. Liability Co,Sea Breeze Corporation Marine sanctuary,306170,2032,71
Wave Watchers Ltd. Liability Co,Sea Breeze Corporation Marine sanctuary,306170,2033,44
Wave Watchers Ltd. Liability Co,Tamil Nadu   Corporation Compass,306170,2034,105
Wave Watchers Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2033,47
Wave Watchers Ltd. Liability Co,hǎi dǎn Corporation Wharf,306170,2034,25
Znamensk Ltd. Liability Co,Black Sea Tuna Snapper,306170,2031,24
bǐ mù yú AG Marine,Sea Breeze Corporation Marine sanctuary,306170,2028,35
bǐ mù yú Sagl Distribution,-1203,306170,2028,33
guī yú Ltd. Corporation,Madagascar Coast  AG Freight ,306170,2028,31
guī yú Ltd. Corporation,Madagascar Coast  AG Freight ,306170,2029,24
guī yú Ltd. Corporation,Madagascar Coast  AG Freight ,306170,2030,27
guī yú Ltd. Corporation,Madagascar Coast  AG Freight ,306170,2032,29
guī yú Ltd. Corporation,Madagascar Coast  AG Freight ,306170,2033,36
jīn qiāng yú CJSC,Playa del Mar Delivery,306170,2032,22
jīn qiāng yú Express,Caracola del Este Ltd. Liability Co,306170,2034,34
jīn qiāng yú Express,Mar del Este CJSC,306170,2031,32
jīn qiāng yú Express,Mar del Este CJSC,306170,2033,42
qīng yú Ltd. Corporation,Mar de Plata BV Marine,306170,2028,150
shí rén yú Marine conservation,Caracola del Sol Services,306170,2031,58
shí rén yú Marine conservation,Caracola del Sol Services,306170,2032,41
shí rén yú Marine conservation,Caracola del Sol Services,306170,2033,40
shí rén yú Marine conservation,Mar del Este CJSC,306170,2031,98
shí rén yú Marine conservation,Mar del Este CJSC,306170,2032,70
shí rén yú Marine conservation,Mar del Este CJSC,306170,2033,99
shí rén yú Marine conservation,Sailors and Surfers Incorporated Enterprises,306170,2028,32
shí rén yú Marine conservation,Selous Game Reserve  S.A. de C.V.,306170,2028,44
shí rén yú Marine conservation,Selous Game Reserve  S.A. de C.V.,306170,2029,75
suō yú GmbH & Co. KG Freight ,Selkie Ltd. Liability Co,306170,2028,58
suō yú GmbH & Co. KG Freight ,Selkie Ltd. Liability Co,306170,2031,123
suō yú GmbH & Co. KG Freight ,Selkie Ltd. Liability Co,306170,2032,130
suō yú GmbH & Co. KG Freight ,Selkie Ltd. Liability Co,306170,2033,111
suō yú GmbH & Co. KG Freight ,Selkie Ltd. Liability Co,306170,2034,86
xiǎo lóng xiā SRL,Caracola del Sol Services,306170,2028,26
xiǎo lóng xiā SRL,Mar del Este CJSC,306170,2029,42
xiǎo lóng xiā SRL,páng xiè S.A. de C.V. Line,306170,2029,23
xún yú S.A. de C.V.,Caracola del Sol Services,306170,2034,57
